module,param,sparsity,size,shape,flops,score mean,score variance,score sum,score abs mean,score abs variance,score abs sum,prunable
blocks.7.conv2,weight,0.0623643659055233,36864,"(64, 64, 3, 3)",2359296,2.127110064975568e-06,2.989428496413815e-11,0.07841378450393677,2.127110064975568e-06,2.989428496413815e-11,0.07841378450393677,True
blocks.7.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv1,weight,0.0795084610581398,36864,"(64, 64, 3, 3)",2359296,2.7503933779371437e-06,4.8848158157310806e-11,0.10139050334692001,2.7503933779371437e-06,4.8848158157310806e-11,0.10139050334692001,True
blocks.8.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv2,weight,0.1178656667470932,36864,"(64, 64, 3, 3)",2359296,3.6566498238244094e-06,7.30130678139318e-11,0.13479873538017273,3.6566498238244094e-06,7.30130678139318e-11,0.13479873538017273,True
blocks.8.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
fc,weight,0.4984374940395355,640,"(10, 64)",640,3.481871681287885e-05,1.9897649750078017e-08,0.022283978760242462,3.481871681287885e-05,1.9897649750078017e-08,0.022283978760242462,True
fc,bias,1.0,10,"(10,)",10,0.0,0.0,0.0,0.0,0.0,0.0,False
